"Previous Test ID","Source File","Application","Role","Module","Feature","Scenario","Precondition","Steps","Expected","Previous Result","Previous Defect","Previous Blocker","Previous Evidence"
"QA-0184","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Resume","Resume","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Resume","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0185","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Completion","Completion","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Completion","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0186","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Invalid transition rejection","Invalid transition rejection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Invalid transition rejection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0187","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Backend stores","Backend stores","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Backend stores","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0188","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Store detail","Store detail","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Store detail","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0189","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Store inventory","Store inventory","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Store inventory","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0190","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Selection persistence","Selection persistence","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Selection persistence","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0191","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Runtime store ID","Runtime store ID","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Runtime store ID","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0192","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Product selection","Product selection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Product selection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0193","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Quantity","Quantity","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Quantity","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0194","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Stock availability","Stock availability","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Stock availability","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0195","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Submit request","Submit request","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Submit request","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0196","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Request detail","Request detail","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Request detail","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0197","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Duplicate submit","Duplicate submit","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Duplicate submit","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0198","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Partial availability","Partial availability","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Partial availability","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0199","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Rejection","Rejection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Rejection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0200","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Approval","Approval","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Approval","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0201","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Preparing","Preparing","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Preparing","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0202","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Ready for pickup","Ready for pickup","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Ready for pickup","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0203","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Collection","Collection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Collection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0204","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Tracking state mapping","Tracking state mapping","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Tracking state mapping","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0205","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Plumber first collection","Plumber first collection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Plumber first collection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0206","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Store second confirmation","Store second confirmation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Store second confirmation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0207","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Wrong-order rejection","Wrong-order rejection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Wrong-order rejection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0208","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Resume after materials","Resume after materials","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Resume after materials","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0209","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Complete job","Complete job","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete job","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0210","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Completion detail","Completion detail","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Completion detail","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0211","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","History","History","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","History","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0212","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Customer-visible result","Customer-visible result","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Customer-visible result","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0213","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Balance","Balance","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Balance","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0214","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Transactions","Transactions","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Transactions","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0215","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Earnings","Earnings","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Earnings","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0216","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","History","History","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","History","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0217","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Empty state","Empty state","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Empty state","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0218","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Backend value comparison","Backend value comparison","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Backend value comparison","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0219","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Profile view","Profile view","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Profile view","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0220","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Edit fields","Edit fields","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Edit fields","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0221","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Validation","Validation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Validation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0222","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Persistence","Persistence","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Persistence","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0223","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Before photo upload","Before photo upload","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Before photo upload","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0224","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","After photo upload","After photo upload","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","After photo upload","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0225","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Image contract","Image contract","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Image contract","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0226","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Chat","Chat","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Chat","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0227","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Drawer navigation","Drawer navigation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Drawer navigation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0228","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Delivery","Rider/courier workflow","Rider/courier workflow","See source evidence","Rider/courier workflow","Behavior described by historical assertion","NOT APPLICABLE","","",""
"QA-0229","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Remember me toggles on/off","Remember me toggles on/off","See source evidence","Remember me toggles on/off","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0230","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Register Store opens form","Register Store opens form","See source evidence","Register Store opens form","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0231","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Registration return link","Registration return link","See source evidence","Registration return link","Behavior described by historical assertion","PASS","","","2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0232","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Login backend target","Login backend target","See source evidence","Login backend target","Behavior described by historical assertion","FAIL","","","2026-09-13T15-55-49-652Z/store-login.json; 2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0233","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Empty login feedback","Empty login feedback","See source evidence","Empty login feedback","Behavior described by historical assertion","FAIL","","","2026-09-13T15-55-49-652Z/store-login.json; 2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0234","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Empty registration feedback","Empty registration feedback","See source evidence","Empty registration feedback","Behavior described by historical assertion","FAIL","","","2026-09-13T15-55-49-652Z/store-login.json; 2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0235","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Forgot password feedback","Forgot password feedback","See source evidence","Forgot password feedback","Behavior described by historical assertion","FAIL","","","2026-09-13T15-55-49-652Z/store-login.json; 2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0236","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Successful login","Successful login","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Successful login","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0237","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Actual STORE_MANAGER role","Actual STORE_MANAGER role","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Actual STORE_MANAGER role","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0238","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Session restore","Session restore","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Session restore","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0239","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Refresh","Refresh","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Refresh","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0240","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Logout","Logout","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Logout","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0241","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Post-logout protection","Post-logout protection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Post-logout protection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0242","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Invalid credential messaging","Invalid credential messaging","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Invalid credential messaging","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0243","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Registration success","Registration success","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Registration success","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0244","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Duplicate account","Duplicate account","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Duplicate account","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0245","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Independent invalid coordinate rejection","Independent invalid coordinate rejection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Independent invalid coordinate rejection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0246","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Password mismatch","Password mismatch","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Password mismatch","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0247","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Long/Unicode field validation","Long/Unicode field validation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Long/Unicode field validation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0248","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Password visibility toggle","Password visibility toggle","See source evidence","Password visibility toggle","Behavior described by historical assertion","NOT APPLICABLE","","",""
"QA-0249","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Dashboard","Pending materials","Pending materials","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Pending materials","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0250","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Dashboard","Preparing count","Preparing count","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Preparing count","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0251","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Dashboard","Ready pickups","Ready pickups","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Ready pickups","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0252","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Dashboard","Low stock","Low stock","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Low stock","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0253","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Dashboard","Inventory summary","Inventory summary","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Inventory summary","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0254","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Dashboard","Order summary","Order summary","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Order summary","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0255","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Dashboard","Refresh","Refresh","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Refresh","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0256","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","List","List","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","List","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0257","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Product details","Product details","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Product details","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0258","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Available stock","Available stock","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Available stock","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0259","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Reserved stock","Reserved stock","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Reserved stock","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0260","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Stock state","Stock state","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Stock state","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0261","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Update quantity","Update quantity","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Update quantity","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0262","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Increase stock","Increase stock","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Increase stock","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0263","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Decrease stock","Decrease stock","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Decrease stock","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0264","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Zero stock","Zero stock","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Zero stock","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0265","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Negative stock","Negative stock","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Negative stock","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0266","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Invalid number","Invalid number","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Invalid number","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0267","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Very large number","Very large number","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Very large number","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0268","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Decimal rejection","Decimal rejection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Decimal rejection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0269","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Persistence","Persistence","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Persistence","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
