"TestID","PreviousSource","Application","Role","Module","Feature","Scenario","PreviousResult","CurrentResult","Delta","ExecutionEnvironment","PreviousDefect","CurrentDefect","PreviousBlocker","CurrentBlocker","Evidence","Notes","PreviousEvidence"
"QA-0178","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Duplicate accept","Duplicate accept","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0179","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Unauthorized job access","Unauthorized job access","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0184","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Resume","Resume","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0186","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Invalid transition rejection","Invalid transition rejection","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0187","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Backend stores","Backend stores","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0188","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Store detail","Store detail","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0189","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Store inventory","Store inventory","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0190","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Selection persistence","Selection persistence","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0191","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Runtime store ID","Runtime store ID","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0192","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Product selection","Product selection","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0193","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Quantity","Quantity","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0194","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Stock availability","Stock availability","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0195","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Submit request","Submit request","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0196","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Request detail","Request detail","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0197","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Duplicate submit","Duplicate submit","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0198","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Partial availability","Partial availability","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0199","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Rejection","Rejection","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0200","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Approval","Approval","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0201","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Preparing","Preparing","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0202","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Ready for pickup","Ready for pickup","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0203","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Collection","Collection","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0204","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Tracking state mapping","Tracking state mapping","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0205","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Plumber first collection","Plumber first collection","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0206","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Store second confirmation","Store second confirmation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0207","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Wrong-order rejection","Wrong-order rejection","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0208","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Resume after materials","Resume after materials","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0210","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Completion detail","Completion detail","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0211","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","History","History","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0212","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Customer-visible result","Customer-visible result","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0213","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Balance","Balance","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0214","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Transactions","Transactions","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0215","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Earnings","Earnings","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0216","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","History","History","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0217","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Empty state","Empty state","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0218","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Backend value comparison","Backend value comparison","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0219","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Profile view","Profile view","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0220","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Edit fields","Edit fields","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0221","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Validation","Validation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0222","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Persistence","Persistence","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0225","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Image contract","Image contract","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0226","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Chat","Chat","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0227","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Drawer navigation","Drawer navigation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0228","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Delivery","Rider/courier workflow","Rider/courier workflow","NOT APPLICABLE","NOT TESTED","NOT APPLICABLE -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Explicitly excluded: plumber self-pickup is required",""
"QA-0229","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Remember me toggles on/off","Remember me toggles on/off","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Visible state changes verified","2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0230","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Register Store opens form","Register Store opens form","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Visible state changes verified","2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0231","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Registration return link","Registration return link","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Visible state changes verified","2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0242","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Invalid credential messaging","Invalid credential messaging","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0243","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Registration success","Registration success","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0244","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Duplicate account","Duplicate account","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0245","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Independent invalid coordinate rejection","Independent invalid coordinate rejection","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0246","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Password mismatch","Password mismatch","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0247","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Long/Unicode field validation","Long/Unicode field validation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0248","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Password visibility toggle","Password visibility toggle","NOT APPLICABLE","NOT TESTED","NOT APPLICABLE -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No toggle in deployed login",""
"QA-0252","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Dashboard","Low stock","Low stock","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0257","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Product details","Product details","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0261","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Update quantity","Update quantity","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Inventory mutation requires a dedicated valid update and read-back; list rendering alone is insufficient.","","Inventory mutation requires a dedicated valid update and read-back; list rendering alone is insufficient.",""
"QA-0262","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Increase stock","Increase stock","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Inventory mutation requires a dedicated valid update and read-back; list rendering alone is insufficient.","","Inventory mutation requires a dedicated valid update and read-back; list rendering alone is insufficient.",""
"QA-0263","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Decrease stock","Decrease stock","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Inventory mutation requires a dedicated valid update and read-back; list rendering alone is insufficient.","","Inventory mutation requires a dedicated valid update and read-back; list rendering alone is insufficient.",""
