id,application,module,feature,role,status,reason,evidence
"QA-0160","Plumber","Authentication","Registration success","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0161","Plumber","Authentication","Registration duplicate account","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0162","Plumber","Authentication","Registration profile/KYC persistence","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0163","Plumber","Authentication","Registration numeric/long/Unicode validation","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0164","Plumber","Authentication","Password visibility toggle","PLUMBER","NOT APPLICABLE","No toggle in deployed email login",""
"QA-0165","Plumber","Dashboard","Backend dashboard data","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0166","Plumber","Dashboard","Online/offline","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0167","Plumber","Dashboard","Job summary","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0168","Plumber","Dashboard","Earnings summary","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0169","Plumber","Dashboard","Materials summary","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0170","Plumber","Dashboard","Notifications","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0171","Plumber","Dashboard","All dashboard actions","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0172","Plumber","Dashboard","Refresh","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0173","Plumber","Jobs","Job list","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0174","Plumber","Jobs","Incoming job","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0175","Plumber","Jobs","Job detail","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0176","Plumber","Jobs","Accept","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0177","Plumber","Jobs","Reject","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0178","Plumber","Jobs","Duplicate accept","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0179","Plumber","Jobs","Unauthorized job access","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0180","Plumber","Jobs","Assigned job","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0181","Plumber","Jobs","Arrival","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0182","Plumber","Jobs","Diagnosis","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0183","Plumber","Jobs","Materials required","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0184","Plumber","Jobs","Resume","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0185","Plumber","Jobs","Completion","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0186","Plumber","Jobs","Invalid transition rejection","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0187","Plumber","Store selection","Backend stores","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0188","Plumber","Store selection","Store detail","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0189","Plumber","Store selection","Store inventory","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0190","Plumber","Store selection","Selection persistence","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0191","Plumber","Store selection","Runtime store ID","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0192","Plumber","Materials","Product selection","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0193","Plumber","Materials","Quantity","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0194","Plumber","Materials","Stock availability","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0195","Plumber","Materials","Submit request","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0196","Plumber","Materials","Request detail","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0197","Plumber","Materials","Duplicate submit","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0198","Plumber","Materials","Partial availability","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0199","Plumber","Materials","Rejection","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0200","Plumber","Materials","Approval","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0201","Plumber","Materials","Preparing","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0202","Plumber","Materials","Ready for pickup","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0203","Plumber","Materials","Collection","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0204","Plumber","Materials","Tracking state mapping","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0205","Plumber","Collection/completion","Plumber first collection","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0206","Plumber","Collection/completion","Store second confirmation","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0207","Plumber","Collection/completion","Wrong-order rejection","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0208","Plumber","Collection/completion","Resume after materials","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0209","Plumber","Collection/completion","Complete job","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0210","Plumber","Collection/completion","Completion detail","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0211","Plumber","Collection/completion","History","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0212","Plumber","Collection/completion","Customer-visible result","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0213","Plumber","Earnings/wallet","Balance","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0214","Plumber","Earnings/wallet","Transactions","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0215","Plumber","Earnings/wallet","Earnings","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0216","Plumber","Earnings/wallet","History","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0217","Plumber","Earnings/wallet","Empty state","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0218","Plumber","Earnings/wallet","Backend value comparison","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0219","Plumber","Profile/photos/chat","Profile view","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0220","Plumber","Profile/photos/chat","Edit fields","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0221","Plumber","Profile/photos/chat","Validation","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0222","Plumber","Profile/photos/chat","Persistence","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0223","Plumber","Profile/photos/chat","Before photo upload","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0224","Plumber","Profile/photos/chat","After photo upload","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0225","Plumber","Profile/photos/chat","Image contract","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0226","Plumber","Profile/photos/chat","Chat","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0227","Plumber","Profile/photos/chat","Drawer navigation","PLUMBER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0228","Plumber","Delivery","Rider/courier workflow","PLUMBER","NOT APPLICABLE","Explicitly excluded: plumber self-pickup is required",""
"QA-0229","Store","Authentication","Remember me toggles on/off","STORE_MANAGER","PASS","Visible state changes verified","2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0230","Store","Authentication","Register Store opens form","STORE_MANAGER","PASS","Visible state changes verified","2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0231","Store","Authentication","Registration return link","STORE_MANAGER","PASS","Visible state changes verified","2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0232","Store","Authentication","Login backend target","STORE_MANAGER","FAIL","BUG-PROD-STORE-001/002/003","2026-09-13T15-55-49-652Z/store-login.json; 2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0233","Store","Authentication","Empty login feedback","STORE_MANAGER","FAIL","BUG-PROD-STORE-001/002/003","2026-09-13T15-55-49-652Z/store-login.json; 2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0234","Store","Authentication","Empty registration feedback","STORE_MANAGER","FAIL","BUG-PROD-STORE-001/002/003","2026-09-13T15-55-49-652Z/store-login.json; 2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0235","Store","Authentication","Forgot password feedback","STORE_MANAGER","FAIL","BUG-PROD-STORE-001/002/003","2026-09-13T15-55-49-652Z/store-login.json; 2026-09-13T16-00-43-794Z/store-actions.json; 2026-09-13T16-05-36-434Z/store-actions.json"
"QA-0236","Store","Authentication","Successful login","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0237","Store","Authentication","Actual STORE_MANAGER role","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0238","Store","Authentication","Session restore","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0239","Store","Authentication","Refresh","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0240","Store","Authentication","Logout","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0241","Store","Authentication","Post-logout protection","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0242","Store","Authentication","Invalid credential messaging","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0243","Store","Authentication","Registration success","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0244","Store","Authentication","Duplicate account","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0245","Store","Authentication","Independent invalid coordinate rejection","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0246","Store","Authentication","Password mismatch","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0247","Store","Authentication","Long/Unicode field validation","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0248","Store","Authentication","Password visibility toggle","STORE_MANAGER","NOT APPLICABLE","No toggle in deployed login",""
"QA-0249","Store","Dashboard","Pending materials","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0250","Store","Dashboard","Preparing count","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0251","Store","Dashboard","Ready pickups","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0252","Store","Dashboard","Low stock","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0253","Store","Dashboard","Inventory summary","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0254","Store","Dashboard","Order summary","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0255","Store","Dashboard","Refresh","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0256","Store","Inventory","List","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0257","Store","Inventory","Product details","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0258","Store","Inventory","Available stock","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0259","Store","Inventory","Reserved stock","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0260","Store","Inventory","Stock state","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0261","Store","Inventory","Update quantity","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0262","Store","Inventory","Increase stock","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0263","Store","Inventory","Decrease stock","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0264","Store","Inventory","Zero stock","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0265","Store","Inventory","Negative stock","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0266","Store","Inventory","Invalid number","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0267","Store","Inventory","Very large number","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0268","Store","Inventory","Decimal rejection","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0269","Store","Inventory","Persistence","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0270","Store","Materials","Pending list","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0271","Store","Materials","Details","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0272","Store","Materials","Approve","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0273","Store","Materials","Reject","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0274","Store","Materials","Partial approval","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0275","Store","Materials","Prepare","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0276","Store","Materials","Ready for pickup","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0277","Store","Materials","Collection confirmation","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0278","Store","Materials","Duplicate operations","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0279","Store","Materials","Invalid transitions","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0280","Store","Materials","Confirm before plumber rejection","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0281","Store","Product orders","Confirmed","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0282","Store","Product orders","Packing","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0283","Store","Product orders","Ready for pickup","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0284","Store","Product orders","Collection/completion","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0285","Store","Product orders","Duplicate pack","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0286","Store","Product orders","Duplicate accept","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0287","Store","Product orders","Proper 4xx invalid operation","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0288","Store","Profile/business","Store details","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0289","Store","Profile/business","Manager details","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0290","Store","Profile/business","Settings","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0291","Store","Profile/business","History","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0292","Store","Profile/business","Notifications","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0293","Store","Profile/business","Sales analytics","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0294","Store","Profile/business","Weekly summary","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0295","Store","Profile/business","Wallet","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0296","Store","Profile/business","Reviews and ratings","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0297","Store","Profile/business","Offers/promotions","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0298","Store","Profile/business","Low-stock screen","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0299","Store","Profile/business","Add product","STORE_MANAGER","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0300","Admin","Public authentication","Empty required fields trigger native validity","ADMIN FAMILY","PASS","Native validation states and no authenticated admin data observed","2026-09-13T16-08-20-388Z/results.json; 2026-09-13T16-00-43-794Z/admin-actions.json"
"QA-0301","Admin","Public authentication","Malformed email native validity","ADMIN FAMILY","PASS","Native validation states and no authenticated admin data observed","2026-09-13T16-08-20-388Z/results.json; 2026-09-13T16-00-43-794Z/admin-actions.json"
"QA-0302","Admin","Public authentication","Dashboard deep link remains at unauthenticated login","ADMIN FAMILY","PASS","Native validation states and no authenticated admin data observed","2026-09-13T16-08-20-388Z/results.json; 2026-09-13T16-00-43-794Z/admin-actions.json"
"QA-0303","Admin","Deployment/authentication","Current branch deployed","ADMIN FAMILY","FAIL","ENV-ADMIN-002; BUG-PROD-ADMIN-001","deployment-evidence.json; 2026-09-13T15-55-49-652Z/admin-login.json"
"QA-0304","Admin","Deployment/authentication","Correct backend target","ADMIN FAMILY","FAIL","ENV-ADMIN-002; BUG-PROD-ADMIN-001","deployment-evidence.json; 2026-09-13T15-55-49-652Z/admin-login.json"
"QA-0305","Admin","Modules","Dashboard","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0306","Admin","Modules","Users","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0307","Admin","Modules","Customer management","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0308","Admin","Modules","Plumbers","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0309","Admin","Modules","Stores","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0310","Admin","Modules","Inventory","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0311","Admin","Modules","Service orders","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0312","Admin","Modules","Product orders","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0313","Admin","Modules","Material requests","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0314","Admin","Modules","Support","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0315","Admin","Modules","Finance","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0316","Admin","Modules","Operations","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0317","Admin","Modules","Plumber management","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0318","Admin","Modules","Marketing","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0319","Admin","Modules","Settings","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0320","Admin","Modules","Role management","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0321","Admin","Modules","Audit information","ADMIN FAMILY","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0322","Admin","ADMIN","Login","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0323","Admin","ADMIN","Landing page","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0324","Admin","ADMIN","Allowed navigation","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0325","Admin","ADMIN","Forbidden navigation","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0326","Admin","ADMIN","Allowed API","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0327","Admin","ADMIN","Forbidden API","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0328","Admin","ADMIN","Profile","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0329","Admin","ADMIN","Session restore","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0330","Admin","ADMIN","Logout","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0331","Admin","ADMIN","Post-logout protection","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0332","Admin","SUPER_ADMIN","Login","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0333","Admin","SUPER_ADMIN","Landing page","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0334","Admin","SUPER_ADMIN","Allowed navigation","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0335","Admin","SUPER_ADMIN","Forbidden navigation","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0336","Admin","SUPER_ADMIN","Allowed API","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
